genes troughs peaks
AT1G28010 ZT12 ZT0
AT1G28060 ZT0 ZT8
AT1G28070 ZT0 ZT8
AT1G27930 ZT0 ZT8
AT1G28050 ZT4 ZT8
AT1G28130 ZT12 ZT0
AT1G27980 ZT8 ZT16
AT1G28110 ZT4 ZT20
AT1G35220 ZT4 ZT20
AT1G56500 ZT8 ZT0
AT1G56450 ZT0 ZT12
AT1G27910 ZT0 ZT8
AT1G27960 ZT4 ZT16
AT1G52410 ZT0 ZT12
AT1G52320 ZT4 ZT20
AT1G52300 ZT20 ZT8
AT1G47960 ZT4 ZT16
AT1G42970 ZT8 ZT20
AT1G56510 ZT8 ZT16
AT1G69030 ZT0 ZT8
AT1G55300 ZT12 ZT0
AT1G55240 ZT20 ZT4
AT1G55210 ZT0 ZT12
AT1G55260 ZT0 ZT4
AT1G55265 ZT0 ZT12
AT1G55160 ZT4 ZT16
AT1G52340 ZT12 ZT0
AT1G52310 ZT0 ZT12
AT1G77750 ZT0 ZT12
AT1G77690 ZT8 ZT0
AT1G77760 ZT12 ZT0
AT1G63050 ZT20 ZT4
AT1G63090 ZT12 ZT0
AT1G63110 ZT4 ZT0
AT1G63120 ZT12 ZT0
AT1G63180 ZT4 ZT0
AT1G63170 ZT16 ZT0
AT1G77770 ZT4 ZT12
AT1G77450 ZT8 ZT0
AT1G77670 ZT8 ZT16
AT1G60890 ZT0 ZT12
AT1G60940 ZT12 ZT0
AT1G77640 ZT12 ZT0
AT1G77660 ZT12 ZT20
AT1G77470 ZT0 ZT4
AT1G77480 ZT4 ZT0
AT1G64390 ZT0 ZT12
AT1G64400 ZT8 ZT4
AT1G71020 ZT12 ZT0
AT1G71190 ZT4 ZT0
AT1G71060 ZT4 ZT12
AT1G71180 ZT4 ZT12
AT1G71030 ZT16 ZT4
AT1G71040 ZT8 ZT0
AT1G71050 ZT4 ZT20
AT1G71090 ZT20 ZT12
AT1G77510 ZT0 ZT12
AT1G77550 ZT0 ZT4
AT1G64280 ZT0 ZT12
AT1G29390 ZT0 ZT12
AT1G29500 ZT12 ZT0
AT1G29520 ZT12 ZT0
AT1G29570 ZT12 ZT4
AT1G29510 ZT12 ZT0
AT1G29450 ZT12 ZT0
AT1G29490 ZT12 ZT0
AT1G29660 ZT8 ZT0
AT1G29460 ZT12 ZT0
AT1G29670 ZT0 ZT8
AT1G29395 ZT0 ZT8
unknown_1459 ZT12 ZT0
AT1G29700 ZT16 ZT4
AT1G64380 ZT12 ZT20
AT1G64330 ZT4 ZT16
unknown_1460 ZT4 ZT20
AT1G72175 ZT0 ZT8
AT1G72230 ZT16 ZT4
AT1G72160 ZT0 ZT8
AT1G47890 ZT20 ZT8
AT1G49840 ZT12 ZT4
AT1G49850 ZT12 ZT0
AT1G49890 ZT8 ZT0
AT1G66230 ZT12 ZT0
AT1G66240 ZT0 ZT12
AT1G29340 ZT4 ZT0
AT1G69580 ZT8 ZT20
AT1G69570 ZT12 ZT0
AT1G52160 ZT20 ZT12
AT1G52220 ZT16 ZT8
AT1G52190 ZT4 ZT0
AT1G52230 ZT16 ZT4
unknown_1463 ZT0 ZT4
AT1G72180 ZT20 ZT8
AT1G72190 ZT0 ZT12
AT1G72280 ZT4 ZT12
AT1G72300 ZT8 ZT0
AT1G68440 ZT8 ZT0
AT1G68430 ZT0 ZT12
AT1G68400 ZT8 ZT0
AT1G68410 ZT8 ZT0
AT1G80620 ZT20 ZT4
AT1G72650 ZT12 ZT20
AT1G72630 ZT16 ZT8
AT1G72800 ZT20 ZT12
AT1G76800 ZT12 ZT4
unknown_1465 ZT12 ZT16
AT1G76700 ZT4 ZT16
AT1G76790 ZT0 ZT8
AT1G76730 ZT0 ZT12
AT1G76670 ZT8 ZT16
AT1G76400 ZT20 ZT8
AT1G76390 ZT0 ZT12
AT1G76360 ZT0 ZT4
AT1G72750 ZT8 ZT0
AT1G72730 ZT20 ZT4
AT1G72610 ZT4 ZT16
AT1G71430 ZT20 ZT8
AT1G71440 ZT20 ZT8
AT1G71210 ZT20 ZT8
AT1G74170 ZT4 ZT16
unknown_1467 ZT20 ZT8
AT1G60850 ZT20 ZT8
AT1G60870 ZT4 ZT0
AT1G72700 ZT0 ZT12
AT1G72680 ZT4 ZT8
AT1G72670 ZT20 ZT8
AT1G72770 ZT8 ZT0
AT1G72740 ZT8 ZT0
AT1G75040 ZT0 ZT12
AT1G75090 ZT0 ZT8
AT1G75100 ZT12 ZT0
AT1G34380 ZT4 ZT12
AT1G34350 ZT0 ZT8
AT1G71340 ZT12 ZT0
unknown_1470 ZT0 ZT12
AT1G71310 ZT20 ZT8
AT1G71260 ZT0 ZT12
AT1G71480 ZT12 ZT0
AT1G71460 ZT4 ZT12
AT1G71410 ZT4 ZT0
AT1G75130 ZT4 ZT0
unknown_1474 ZT12 ZT0
AT1G53730 ZT12 ZT0
AT1G53710 ZT4 ZT12
AT1G53700 ZT20 ZT4
AT1G53690 ZT12 ZT8
AT1G53670 ZT16 ZT4
AT1G76570 ZT8 ZT0
AT1G76580 ZT0 ZT8
AT1G76590 ZT0 ZT8
AT1G76540 ZT20 ZT8
AT1G76600 ZT16 ZT0
AT1G76520 ZT12 ZT16
AT1G76450 ZT8 ZT20
AT1G76490 ZT12 ZT0
AT1G76460 ZT12 ZT0
AT1G76620 ZT0 ZT12
AT1G68050 ZT4 ZT8
AT1G67970 ZT0 ZT8
AT1G68130 ZT8 ZT16
AT1G67910 ZT4 ZT16
AT1G68080 ZT4 ZT20
AT1G67860 ZT12 ZT20
AT1G68000 ZT12 ZT0
AT1G67950 ZT0 ZT12
AT1G68020 ZT12 ZT0
AT1G68110 ZT4 ZT0
AT1G68010 ZT8 ZT20
unknown_1477 ZT0 ZT16
AT1G30070 ZT0 ZT4
AT1G29970 ZT8 ZT0
unknown_1480 ZT8 ZT20
AT1G29980 ZT4 ZT16
AT1G68760 ZT20 ZT12
AT1G68810 ZT8 ZT12
AT1G68830 ZT12 ZT0
AT1G68840 ZT12 ZT0
AT1G68780 ZT12 ZT0
AT1G68820 ZT16 ZT8
AT1G73655 ZT4 ZT16
AT1G73670 ZT16 ZT0
AT1G73805 ZT4 ZT16
AT1G73740 ZT16 ZT4
AT1G73750 ZT16 ZT4
AT1G29940 ZT20 ZT8
AT1G78210 ZT0 ZT8
AT1G78120 ZT20 ZT4
AT1G78150 ZT8 ZT0
AT1G78100 ZT8 ZT16
AT1G73720 ZT12 ZT16
AT1G73760 ZT0 ZT8
AT1G73830 ZT12 ZT0
AT1G73650 ZT8 ZT0
AT1G73660 ZT12 ZT0
AT1G73700 ZT12 ZT4
AT1G73630 ZT16 ZT4
AT1G73620 ZT0 ZT8
unknown_1483 ZT8 ZT0
AT1G63240 ZT0 ZT8
AT1G73170 ZT16 ZT4
AT1G73250 ZT4 ZT0
AT1G35420 ZT12 ZT0
AT1G63260 ZT12 ZT0
AT1G36390 ZT0 ZT12
AT1G36310 ZT20 ZT12
AT1G66340 ZT8 ZT20
AT1G66330 ZT12 ZT0
AT1G66410 ZT0 ZT8
AT1G71960 ZT8 ZT0
AT1G52770 ZT0 ZT12
AT1G52800 ZT16 ZT4
AT1G52810 ZT16 ZT4
AT1G52830 ZT12 ZT4
AT1G52760 ZT8 ZT16
AT1G52740 ZT4 ZT0
AT1G52870 ZT8 ZT20
AT1G52930 ZT0 ZT8
AT1G79890 ZT0 ZT4
AT1G79880 ZT12 ZT20
AT1G79870 ZT0 ZT12
AT1G79850 ZT0 ZT12
AT1G71970 ZT12 ZT0
AT1G72000 ZT12 ZT4
AT1G70650 ZT4 ZT8
unknown_1490 ZT8 ZT0
AT1G70710 ZT8 ZT0
AT1G67550 ZT0 ZT12
AT1G67580 ZT12 ZT0
AT1G67530 ZT12 ZT20
AT1G67590 ZT12 ZT0
AT1G67620 ZT0 ZT12
AT1G52890 ZT0 ZT8
AT1G70730 ZT8 ZT12
AT1G74440 ZT4 ZT12
AT1G74530 ZT8 ZT4
AT1G74670 ZT12 ZT0
AT1G74390 ZT0 ZT8
AT1G74400 ZT20 ZT8
AT1G74450 ZT8 ZT0
AT1G74370 ZT12 ZT0
AT1G74640 ZT0 ZT4
AT1G74560 ZT0 ZT12
AT1G74470 ZT12 ZT0
AT1G74430 ZT20 ZT8
AT1G74260 ZT0 ZT8
AT1G74240 ZT0 ZT12
AT1G74210 ZT0 ZT12
AT1G74270 ZT0 ZT12
AT1G74300 ZT4 ZT12
AT1G68500 ZT4 ZT8
AT1G68520 ZT4 ZT20
AT1G68530 ZT8 ZT0
AT1G63690 ZT12 ZT0
AT1G80570 ZT12 ZT16
AT1G80550 ZT4 ZT0
AT1G80480 ZT4 ZT12
AT1G80380 ZT8 ZT20
AT1G80560 ZT4 ZT16
AT1G80440 ZT12 ZT0
AT1G80350 ZT12 ZT0
AT1G63680 ZT20 ZT8
AT1G63660 ZT0 ZT12
AT1G63750 ZT8 ZT20
AT1G80280 ZT4 ZT16
AT1G80290 ZT4 ZT12
AT1G70480 ZT8 ZT0
AT1G70610 ZT16 ZT4
AT1G70580 ZT16 ZT4
AT1G70590 ZT8 ZT0
AT1G63880 ZT8 ZT20
AT1G63830 ZT0 ZT8
AT1G63810 ZT0 ZT8
AT1G63800 ZT12 ZT0
AT1G63930 ZT16 ZT0
AT1G63900 ZT8 ZT0
AT1G63780 ZT20 ZT4
AT1G63970 ZT0 ZT12
AT1G63940 ZT8 ZT20
AT1G80270 ZT0 ZT8
AT1G70500 ZT12 ZT0
AT1G69220 ZT4 ZT0
AT1G69170 ZT8 ZT0
AT1G69200 ZT0 ZT8
AT1G69270 ZT4 ZT0
AT1G69350 ZT0 ZT12
AT1G69380 ZT0 ZT12
AT1G69295 ZT8 ZT0
AT1G69330 ZT20 ZT8
AT1G69210 ZT4 ZT8
AT1G70550 ZT16 ZT4
AT1G70560 ZT20 ZT4
AT1G69700 ZT12 ZT0
AT1G73980 ZT0 ZT8
AT1G73970 ZT12 ZT20
AT1G73910 ZT20 ZT8
unknown_1502 ZT8 ZT0
AT1G73870 ZT16 ZT4
AT1G74090 ZT0 ZT12
AT1G73940 ZT0 ZT12
AT1G74020 ZT4 ZT12
AT1G73920 ZT12 ZT0
AT1G72520 ZT0 ZT12
AT1G69840 ZT4 ZT16
unknown_1504 ZT0 ZT8
AT1G69935 ZT4 ZT12
AT1G69870 ZT4 ZT16
AT1G69890 ZT4 ZT20
AT1G69830 ZT0 ZT8
AT1G69800 ZT8 ZT0
AT1G69850 ZT8 ZT20
AT1G69770 ZT0 ZT12
unknown_1505 ZT4 ZT16
AT1G69730 ZT8 ZT0
AT1G69610 ZT12 ZT4
AT1G69640 ZT0 ZT12
AT1G72470 ZT8 ZT12
AT1G72440 ZT20 ZT4
AT1G72430 ZT8 ZT0
AT1G72340 ZT0 ZT8
AT1G72450 ZT8 ZT4
AT1G68190 ZT12 ZT0
AT1G68140 ZT8 ZT0
AT1G68220 ZT4 ZT16
AT1G68300 ZT4 ZT16
AT1G72420 ZT4 ZT16
AT1G72410 ZT8 ZT0
AT1G72390 ZT0 ZT16
AT1G72360 ZT8 ZT0
AT1G72500 ZT16 ZT4
unknown_1508 ZT0 ZT8
AT1G10900 ZT16 ZT4
AT1G11070 ZT16 ZT4
AT1G10990 ZT12 ZT16
AT1G11080 ZT12 ZT0
AT1G10940 ZT20 ZT4
AT1G51550 ZT12 ZT0
AT1G51510 ZT0 ZT8
AT1G51610 ZT0 ZT8
AT1G51500 ZT12 ZT0
AT1G51440 ZT16 ZT4
AT2G41710 ZT4 ZT0
AT1G47270 ZT4 ZT0
AT1G47250 ZT0 ZT12
AT1G47200 ZT0 ZT8
AT1G47240 ZT0 ZT12
AT1G51450 ZT8 ZT0
AT1G51590 ZT4 ZT16
AT2G41740 ZT4 ZT0
AT2G47250 ZT0 ZT8
AT2G47320 ZT0 ZT12
unknown_1510 ZT8 ZT20
AT2G43400 ZT4 ZT0
AT2G43530 ZT0 ZT12
AT2G43330 ZT12 ZT0
AT2G43540 ZT4 ZT20
AT2G43350 ZT4 ZT16
AT2G43520 ZT4 ZT16
AT2G43550 ZT0 ZT12
AT2G43360 ZT0 ZT8
AT2G43535 ZT0 ZT8
AT2G43430 ZT8 ZT0
AT2G43610 ZT4 ZT12
AT2G43590 ZT4 ZT12
AT2G43850 ZT4 ZT16
AT2G43800 ZT12 ZT4
AT2G43750 ZT12 ZT0
AT2G43820 ZT12 ZT0
AT2G43790 ZT4 ZT0
AT2G43760 ZT12 ZT0
AT2G47390 ZT4 ZT12
AT2G43650 ZT0 ZT4
AT2G43630 ZT0 ZT8
AT1G53400 ZT4 ZT0
AT1G53310 ZT0 ZT12
AT1G55850 ZT4 ZT16
AT1G55880 ZT12 ZT0
AT1G55900 ZT0 ZT12
AT1G55920 ZT16 ZT4
AT1G55960 ZT16 ZT0
AT1G55840 ZT4 ZT12
AT2G43680 ZT12 ZT0
AT1G53360 ZT20 ZT8
AT1G53280 ZT8 ZT20
AT1G53345 ZT20 ZT8
AT1G53230 ZT4 ZT12
AT1G08070 ZT0 ZT12
AT1G08040 ZT0 ZT8
AT1G62330 ZT0 ZT8
AT1G62422 ZT4 ZT0
AT1G62430 ZT0 ZT8
AT1G62380 ZT12 ZT4
AT1G53350 ZT4 ZT12
AT1G53290 ZT4 ZT20
AT1G32370 ZT4 ZT0
AT1G32460 ZT4 ZT0
AT1G19380 ZT8 ZT16
AT1G19540 ZT12 ZT16
AT1G19510 ZT8 ZT0
AT1G19310 ZT0 ZT8
AT1G19330 ZT0 ZT4
AT1G19370 ZT4 ZT8
AT1G19430 ZT0 ZT16
AT1G19450 ZT12 ZT0
AT1G07910 ZT0 ZT8
AT1G07970 ZT12 ZT0
AT1G17510 ZT4 ZT12
AT1G17560 ZT0 ZT8
AT1G17530 ZT8 ZT0
AT1G17665 ZT4 ZT8
unknown_1515 ZT12 ZT16
AT1G32450 ZT16 ZT4
AT1G32520 ZT8 ZT0
AT1G32530 ZT12 ZT20
AT1G32330 ZT4 ZT12
AT1G32470 ZT8 ZT20
AT1G32400 ZT12 ZT0
AT1G32310 ZT4 ZT0
AT1G17580 ZT12 ZT0
AT1G14980 ZT0 ZT12
AT1G48120 ZT0 ZT4
AT1G48110 ZT0 ZT4
AT1G48040 ZT20 ZT4
AT1G48170 ZT4 ZT16
AT1G48160 ZT4 ZT16
AT1G48100 ZT16 ZT4
AT1G48210 ZT4 ZT12
AT1G17500 ZT0 ZT8
AT1G17520 ZT12 ZT0
AT1G17600 ZT4 ZT12
AT1G17610 ZT4 ZT12
AT1G14990 ZT0 ZT12
AT1G15020 ZT12 ZT0
AT1G78370 ZT0 ZT8
AT1G78380 ZT16 ZT8
AT1G49230 ZT0 ZT8
AT1G49180 ZT12 ZT20
AT1G49170 ZT4 ZT16
AT1G48950 ZT12 ZT0
AT1G49240 ZT8 ZT0
AT1G48960 ZT8 ZT0
AT1G49010 ZT8 ZT20
AT1G49200 ZT8 ZT0
AT1G49050 ZT4 ZT16
AT1G78440 ZT16 ZT8
AT1G78290 ZT8 ZT0
AT1G14580 ZT20 ZT4
AT1G14610 ZT0 ZT4
AT1G06180 ZT8 ZT12
unknown_1519 ZT0 ZT8
AT1G06240 ZT8 ZT0
AT1G06190 ZT0 ZT8
AT1G06210 ZT0 ZT4
AT1G78360 ZT20 ZT4
AT1G78270 ZT12 ZT20
AT1G78430 ZT0 ZT8
AT1G78320 ZT16 ZT4
AT1G78260 ZT4 ZT16
AT1G43650 ZT12 ZT0
AT1G43700 ZT8 ZT0
AT1G43710 ZT0 ZT4
AT1G06950 ZT0 ZT12
AT1G06890 ZT4 ZT16
AT1G06840 ZT8 ZT0
AT1G06770 ZT8 ZT0
unknown_1525 ZT12 ZT0
AT1G06830 ZT4 ZT20
AT1G06700 ZT4 ZT0
AT1G43670 ZT0 ZT12
AT1G29050 ZT8 ZT0
AT1G29150 ZT0 ZT12
unknown_1528 ZT20 ZT8
AT1G21920 ZT12 ZT0
AT1G21910 ZT12 ZT0
AT1G21880 ZT0 ZT8
AT1G43860 ZT16 ZT8
AT1G21410 ZT8 ZT0
AT1G21500 ZT16 ZT4
AT1G21480 ZT8 ZT20
AT1G21380 ZT0 ZT8
AT1G21550 ZT0 ZT12
AT1G29270 ZT0 ZT12
AT1G29240 ZT4 ZT12
AT1G29160 ZT4 ZT20
AT1G29250 ZT20 ZT12
AT1G29310 ZT0 ZT12
unknown_1534 ZT20 ZT12
AT1G21440 ZT0 ZT12
AT1G02460 ZT20 ZT8
AT1G02450 ZT0 ZT12
AT1G02690 ZT0 ZT8
AT1G02560 ZT4 ZT16
AT1G02500 ZT8 ZT20
AT1G02640 ZT12 ZT0
AT1G21590 ZT0 ZT4
AT1G45160 ZT0 ZT8
AT1G45170 ZT12 ZT0
AT1G45180 ZT8 ZT0
AT1G45145 ZT0 ZT12
AT1G06010 ZT4 ZT0
AT1G06110 ZT4 ZT0
AT1G06130 ZT8 ZT0
AT1G06040 ZT16 ZT4
AT1G06080 ZT20 ZT4
AT1G06060 ZT16 ZT0
AT1G06050 ZT16 ZT0
AT1G05960 ZT4 ZT20
AT1G12220 ZT4 ZT16
AT1G12250 ZT8 ZT0
AT1G12240 ZT8 ZT0
AT1G53440 ZT0 ZT8
AT1G53650 ZT20 ZT12
AT1G53560 ZT12 ZT0
AT1G53645 ZT0 ZT12
AT1G53580 ZT20 ZT4
AT1G53570 ZT4 ZT0
AT1G53450 ZT4 ZT16
AT1G12120 ZT12 ZT20
AT1G12210 ZT0 ZT12
AT1G26340 ZT0 ZT8
AT1G26460 ZT0 ZT8
AT1G26560 ZT8 ZT4
AT1G26570 ZT4 ZT12
AT1G26550 ZT0 ZT12
AT1G26470 ZT20 ZT12
AT1G12200 ZT8 ZT16
AT1G01240 ZT12 ZT8
AT1G01340 ZT4 ZT16
AT1G17330 ZT8 ZT0
AT1G17410 ZT4 ZT0
AT1G17360 ZT8 ZT20
AT1G17430 ZT0 ZT12
AT1G17470 ZT4 ZT0
AT1G17420 ZT0 ZT12
AT1G17490 ZT4 ZT12
AT1G17455 ZT4 ZT8
AT1G01310 ZT8 ZT20
AT1G01390 ZT8 ZT0
AT1G01430 ZT12 ZT0
AT1G01300 ZT0 ZT12
AT1G01360 ZT8 ZT0
AT1G01250 ZT16 ZT12
AT1G07520 ZT8 ZT20
AT1G07450 ZT12 ZT0
AT1G07280 ZT0 ZT12
AT1G07420 ZT0 ZT8
AT1G07430 ZT0 ZT12
AT1G07370 ZT0 ZT4
AT1G07360 ZT16 ZT4
AT1G07440 ZT4 ZT12
AT1G17480 ZT0 ZT12
AT1G17460 ZT0 ZT12
AT1G07590 ZT0 ZT12
AT1G07570 ZT8 ZT0
AT1G63000 ZT0 ZT12
AT1G63010 ZT0 ZT8
AT1G62960 ZT8 ZT0
AT1G75370 ZT0 ZT8
AT1G75410 ZT16 ZT4
AT1G04900 ZT0 ZT12
AT1G04990 ZT4 ZT12
AT1G04950 ZT12 ZT0
AT1G04820 ZT0 ZT12
AT1G04870 ZT20 ZT4
AT1G19800 ZT0 ZT4
AT1G19630 ZT0 ZT12
AT1G19600 ZT12 ZT0
AT1G19680 ZT8 ZT0
AT1G19770 ZT12 ZT0
AT1G19730 ZT12 ZT0
unknown_1553 ZT0 ZT12
AT1G19640 ZT8 ZT4
AT1G19650 ZT16 ZT4
AT1G04850 ZT0 ZT16
AT1G04970 ZT12 ZT20
AT1G34420 ZT0 ZT12
AT1G04980 ZT0 ZT12
AT1G04945 ZT0 ZT12
AT1G04910 ZT0 ZT8
AT1G04840 ZT16 ZT8
AT1G04830 ZT8 ZT0
AT1G04770 ZT8 ZT16
AT1G04760 ZT0 ZT8
AT1G34580 ZT12 ZT4
AT1G34550 ZT0 ZT8
AT1G32860 ZT0 ZT8
AT1G32900 ZT16 ZT0
AT1G32920 ZT4 ZT16
AT1G12775 ZT0 ZT12
AT1G12820 ZT8 ZT0
AT1G12860 ZT12 ZT4
AT1G12900 ZT12 ZT4
AT1G12910 ZT12 ZT0
AT1G12845 ZT0 ZT8
AT1G12790 ZT12 ZT0
AT1G12810 ZT4 ZT0
AT1G12780 ZT4 ZT16
AT1G20020 ZT4 ZT12
AT1G19960 ZT0 ZT12
AT1G20160 ZT0 ZT4
AT1G20190 ZT20 ZT8
AT1G20200 ZT0 ZT12
AT1G20090 ZT12 ZT0
AT1G20110 ZT0 ZT8
AT1G20220 ZT20 ZT4
AT1G20070 ZT16 ZT4
AT1G20030 ZT20 ZT8
AT1G05890 ZT4 ZT0
AT1G05810 ZT8 ZT0
AT1G05840 ZT8 ZT0
AT1G05805 ZT0 ZT8
AT1G05900 ZT12 ZT20
AT1G26660 ZT4 ZT12
AT1G26790 ZT16 ZT0
AT1G26800 ZT16 ZT8
AT1G26770 ZT8 ZT12
AT1G26750 ZT20 ZT12
AT1G26740 ZT0 ZT12
AT1G26665 ZT4 ZT20
AT1G26650 ZT0 ZT8
AT1G26670 ZT4 ZT0
AT1G20230 ZT4 ZT12
AT1G35720 ZT0 ZT12
AT1G35780 ZT0 ZT8
AT1G36980 ZT12 ZT0
AT1G48430 ZT4 ZT0
AT1G48460 ZT20 ZT8
AT1G48550 ZT8 ZT0
AT1G48570 ZT0 ZT8
AT1G48480 ZT8 ZT0
AT1G05790 ZT8 ZT0
AT1G53170 ZT8 ZT0
AT1G53035 ZT0 ZT8
AT1G53090 ZT8 ZT0
AT1G44740 ZT20 ZT8
AT1G44750 ZT20 ZT12
AT1G44760 ZT8 ZT0
AT1G44780 ZT0 ZT8
AT1G44835 ZT0 ZT8
unknown_1571 ZT0 ZT12
AT1G44900 ZT0 ZT8
AT1G44960 ZT20 ZT12
AT1G44800 ZT12 ZT4
AT1G35710 ZT0 ZT12
AT1G79720 ZT12 ZT16
AT1G79810 ZT0 ZT16
AT1G79770 ZT12 ZT4
AT1G79790 ZT16 ZT8
AT1G79600 ZT16 ZT4
AT1G79750 ZT12 ZT0
AT1G79660 ZT4 ZT0
unknown_1582 ZT0 ZT4
AT1G41830 ZT16 ZT4
AT1G53110 ZT0 ZT8
AT1G53100 ZT20 ZT8
AT1G53070 ZT4 ZT12
AT1G53160 ZT12 ZT20
AT1G18850 ZT20 ZT8
AT1G18720 ZT0 ZT12
AT1G05385 ZT12 ZT0
AT1G79700 ZT12 ZT0
AT1G79610 ZT0 ZT12
AT1G79620 ZT0 ZT12
AT1G79630 ZT8 ZT0
AT1G79670 ZT12 ZT20
AT1G18740 ZT12 ZT4
AT1G18800 ZT0 ZT12
AT1G18810 ZT12 ZT0
unknown_1585 ZT0 ZT8
AT1G07640 ZT4 ZT16
AT1G07610 ZT16 ZT4
AT1G07890 ZT0 ZT12
AT1G07700 ZT16 ZT0
AT1G18730 ZT8 ZT16
AT1G18880 ZT12 ZT4
AT1G18680 ZT4 ZT0
AT1G18670 ZT12 ZT0
AT1G18870 ZT0 ZT8
AT1G18710 ZT20 ZT12
AT1G07745 ZT12 ZT0
AT1G21140 ZT12 ZT4
AT1G21120 ZT4 ZT16
unknown_1588 ZT4 ZT16
AT1G21060 ZT12 ZT0
AT1G21050 ZT8 ZT0
AT1G21080 ZT16 ZT4
AT1G07880 ZT4 ZT16
unknown_1591 ZT4 ZT12
AT1G28340 ZT0 ZT8
AT1G14480 ZT4 ZT16
AT1G14280 ZT12 ZT0
AT1G14360 ZT0 ZT12
AT1G14510 ZT8 ZT0
AT1G14320 ZT0 ZT12
AT1G14290 ZT12 ZT0
AT1G14410 ZT0 ZT12
AT1G28410 ZT4 ZT20
AT1G28400 ZT0 ZT12
AT1G14440 ZT0 ZT12
AT1G71790 ZT4 ZT0
AT1G71840 ZT0 ZT12
AT1G71750 ZT0 ZT16
AT1G71780 ZT0 ZT12
AT1G71695 ZT0 ZT12
AT1G71810 ZT0 ZT12
AT1G71710 ZT0 ZT8
AT1G71860 ZT8 ZT20
AT1G14300 ZT20 ZT8
AT1G14370 ZT4 ZT16
AT1G14390 ZT20 ZT4
AT1G63460 ZT4 ZT16
AT1G01820 ZT4 ZT8
AT1G01725 ZT8 ZT0
AT1G01790 ZT12 ZT20
AT1G01800 ZT8 ZT12
AT1G01840 ZT16 ZT4
AT1G63610 ZT4 ZT16
AT1G63480 ZT4 ZT12
AT1G63470 ZT4 ZT20
AT1G63420 ZT8 ZT0
AT1G01730 ZT4 ZT16
AT1G01720 ZT8 ZT0
AT1G01060 ZT12 ZT0
AT1G01120 ZT12 ZT0
AT1G01070 ZT12 ZT0
AT1G01080 ZT4 ZT12
AT1G01050 ZT8 ZT0
AT1G01160 ZT8 ZT0
AT1G01640 ZT4 ZT20
AT1G01740 ZT20 ZT4
AT1G33170 ZT0 ZT8
AT1G33240 ZT12 ZT0
AT1G33080 ZT12 ZT0
AT1G49750 ZT0 ZT12
AT1G49740 ZT8 ZT12
AT1G49560 ZT0 ZT8
AT1G49730 ZT12 ZT0
AT1G49710 ZT20 ZT12
AT1G49720 ZT0 ZT8
AT1G49760 ZT16 ZT8
AT1G33050 ZT12 ZT0
AT1G33060 ZT8 ZT20
AT1G33110 ZT8 ZT0
unknown_1602 ZT0 ZT16
AT1G01970 ZT0 ZT12
AT1G01990 ZT4 ZT0
AT1G50000 ZT20 ZT8
AT1G49980 ZT4 ZT16
AT1G50020 ZT8 ZT0
AT1G50010 ZT16 ZT8
AT1G27680 ZT0 ZT12
AT1G27730 ZT4 ZT16
AT1G27700 ZT4 ZT12
AT1G27770 ZT0 ZT16
AT1G01940 ZT0 ZT12
AT1G50040 ZT12 ZT0
AT1G18360 ZT16 ZT4
AT1G18330 ZT16 ZT4
unknown_1605 ZT20 ZT8
AT1G18460 ZT12 ZT0
AT1G18490 ZT4 ZT16
AT1G18340 ZT12 ZT4
AT1G18270 ZT8 ZT0
AT1G18470 ZT0 ZT8
AT1G47400 ZT8 ZT16
AT1G50060 ZT12 ZT0
AT1G08450 ZT4 ZT16
AT1G08360 ZT8 ZT16
AT1G08470 ZT4 ZT20
AT1G32740 ZT12 ZT0
AT1G32790 ZT4 ZT0
AT1G32700 ZT4 ZT0
AT1G32780 ZT12 ZT0
AT1G32640 ZT0 ZT12
AT1G18485 ZT4 ZT16
AT1G18400 ZT12 ZT16
AT1G08460 ZT4 ZT20
AT1G08480 ZT4 ZT12
AT1G76160 ZT8 ZT20
AT1G47830 ZT0 ZT12
AT1G47750 ZT4 ZT12
AT1G47740 ZT4 ZT0
AT1G47870 ZT20 ZT12
AT1G08390 ZT16 ZT4
AT1G08490 ZT4 ZT20
AT1G08380 ZT16 ZT8
AT1G08350 ZT20 ZT8
AT1G76180 ZT0 ZT8
AT1G76130 ZT8 ZT0
AT1G08315 ZT4 ZT0
AT1G08210 ZT4 ZT0
AT1G15510 ZT0 ZT12
AT1G15550 ZT12 ZT20
AT1G76100 ZT12 ZT0
AT1G76140 ZT0 ZT12
AT1G76150 ZT4 ZT16
AT1G76240 ZT16 ZT4
AT1G76190 ZT16 ZT4
AT1G76110 ZT16 ZT0
AT1G08190 ZT8 ZT20
AT1G08220 ZT20 ZT12
AT1G15930 ZT4 ZT0
AT1G16000 ZT0 ZT12
AT1G16170 ZT12 ZT0
AT1G15950 ZT16 ZT4
AT1G16060 ZT16 ZT4
AT1G30455 ZT12 ZT8
AT1G30490 ZT4 ZT16
AT1G30520 ZT12 ZT4
AT1G30500 ZT20 ZT12
AT1G30515 ZT8 ZT20
AT1G08130 ZT0 ZT4
AT1G08270 ZT0 ZT16
AT1G08180 ZT8 ZT0
AT1G11410 ZT16 ZT4
AT1G11530 ZT4 ZT0
AT1G11380 ZT12 ZT0
AT1G11400 ZT8 ZT0
AT1G11430 ZT0 ZT8
AT1G11545 ZT12 ZT0
AT1G10650 ZT8 ZT0
AT1G15920 ZT8 ZT0
AT1G50460 ZT8 ZT0
AT1G50670 ZT0 ZT8
